reaction,FC,p,q,enrichment,changed
DM_lca3s_c,60.61060230973505,1.4539281678631267e-82,2.3057757466600285e-82,1,1
DM_protein_c,-1.0,0.0,0.0,-1,1
DM_sprm_c,256.60887258086063,5.795101457747716e-58,8.613007467634205e-58,1,1
DM_tca3s_c,93.79350655770901,9.710257857878779e-29,1.2710083916566403e-28,1,1
DM_tcdca3s_c,339.9883532775395,0.0,0.0,1,1
DM_tdca3s_c,24.457061403981985,0.12051526066065596,0.12306212093540904,0,0
DM_thmpp_c,-35.357716384263384,2.435056842111727e-56,3.5816153422511215e-56,-1,1
DM_thmtp_c,-108.87729074646653,6.954764781424622e-15,8.26492455186568e-15,-1,1
DM_tudca3s_c,29.412236499218434,6.694200298676395e-222,1.3162362665189692e-221,1,1
DM_tym_c,53.26718528182645,0.00016232041211307663,0.00017105784496927935,1,1
DM_udca3s_c,381.38505037078653,0.0,0.0,1,1
DNDPt18m,126.22635065377672,3.276878503397688e-229,6.482396412209189e-229,1,1
DOCOSACTDe,-0.6219664289925433,3.3470758389799365e-37,4.595652497172573e-37,0,0
DOCOSACTDr,-175.13464102956664,0.0,0.0,-1,1
DOPAENT4tc,-3.60600558609058,3.328318371004937e-274,6.840371964300644e-274,-1,1
DPMVD,76.72247933980704,5.032549473768586e-16,6.037464265678003e-16,1,1
DSAT,17.84185092942929,3.042740004182204e-08,3.3773521747301e-08,1,1
DSMSTEROLte,54.9441953086075,0.0,0.0,1,1
DSMSTEROLtr,53.1602040257927,0.0,0.0,1,1
DSPVSteb,9.600111632927353,2.529553479526401e-118,4.223982317650336e-118,1,1
DSPVStev,-9.600111632926769,2.529553479526401e-118,4.223982317650336e-118,-1,1
DTDPtn,-12.60896644713916,0.0,0.0,-1,1
DTTPtn,12.608966447139276,0.0,0.0,1,1
DUDPtn,1.0,0.0,0.0,1,1
DURIt,-58.940514059086276,0.0,0.0,-1,1
DUTPDP,18.604772532192513,2.077738639620064e-14,2.453741263950684e-14,1,1
DUTUP,-18.050151440539388,0.0,0.0,-1,1
DXTRNt,123.22971523332653,0.0,0.0,1,1
EBP1r,0.922764869411577,4.9820358842452125e-21,6.282178508118199e-21,1,1
EBP2r,2.708098639013903,1.1157313408241001e-33,1.508229687506864e-33,1,1
ECOAH1x,0.0,1.0,1.0,0,0
ECOAH4p,1.0,0.0,0.0,1,1
ECOAH5p,1.0,0.0,0.0,1,1
ECOAR,283.4094035517026,0.0,0.0,1,1
ELAIDCPT1,-319.91627029531116,0.0,0.0,-1,1
ELAIDCRNtd,-234.1728093265247,1.3924815513476377e-193,2.657416473202089e-193,-1,1
ELAIDCRNte,-56.45436437787271,2.6286953341851004e-218,5.150791288985646e-218,-1,1
ELAIDt,1.0,0.0,0.0,1,1
ENGASE2ly,0.7313601083466821,6.723652038451915e-197,1.2951156725465904e-196,0,0
ENGASE3ly,0.26873245224036657,2.883581140542334e-192,5.259929935880836e-192,0,0
ENGASEly,4.309478745744169,6.6131216618004355e-18,8.153311234499887e-18,1,1
ENO,851.8166939780879,4.8952441829758626e-160,8.611231246737556e-160,1,1
ESTRADIOLt,-30.86155622475686,0.0,0.0,-1,1
ESTRADIOLtr,99.37712522603323,0.0,0.0,1,1
ESTRONEtr,-68.46278610135309,0.0,0.0,-1,1
ETHAt,1.0,0.0,0.0,1,1
EX_12ppd__R_e,1.0,0.0,0.0,1,1
EX_2425dhvitd2_e,-1.0,0.0,0.0,-1,1
EX_2425dhvitd3_e,-1.0,0.0,0.0,-1,1
EX_2hatvacid_e,-13.107243476903859,8.974277567313009e-05,9.483752608361026e-05,-1,1
EX_2hatvacidgluc_e,13.107243476903834,8.974277567313009e-05,9.483752608361026e-05,1,1
EX_2hatvlacgluc_e,15.012128317542492,4.8878146754685455e-17,5.964657242336952e-17,1,1
EX_2pg_e,-820.7131446364575,0.0,0.0,-1,1
EX_34dhphe_e,-42.77459086298844,0.0,0.0,-1,1
EX_3hpp_e,-503.47832027710956,0.0,0.0,-1,1
EX_3pg_e,-524.4088049864318,0.0,0.0,-1,1
EX_4aabutn_e,74.49784803000112,0.0,0.0,1,1
EX_56dura_e,-410.5652564795778,0.0,0.0,-1,1
EX_5aop_e,-153.56085031967822,2.2050501705623116e-140,3.7708350431829892e-140,-1,1
EX_5fthf_e,1.0,0.0,0.0,1,1
EX_5mta_e,239.4091181295976,5.0600035336220945e-219,9.923374805574937e-219,1,1
EX_5mthf_e,-9.62842116517038,6.723652038451915e-197,1.2951156725465904e-196,-1,1
EX_7dhchsterol_e,-386.7341059223454,0.0,0.0,-1,1
EX_C02470_e,234.06215296481002,0.0,0.0,1,1
EX_C02528_e,7.80922412151312,5.577646320340156e-06,6.000395449309566e-06,1,1
EX_C05769_e,21.162981554327313,1.767765488097077e-08,1.9689040821326445e-08,1,1
EX_C11695_e,1.0,0.0,0.0,1,1
EX_C14768_e,-1.0,0.0,0.0,-1,1
EX_CE2176_e,-1.0,0.0,0.0,-1,1
EX_CE2510_e,5.617215880452602,1.0845303448772275e-06,1.181846647416595e-06,1,1
EX_CE2537_e,-1.0,0.0,0.0,-1,1
EX_CE2839_e,-0.8628471117161902,1.9730820464735348e-36,2.6912128093341727e-36,-1,1
EX_CE5629_e,-238.07319961192474,7.726636221692759e-146,1.338458494238311e-145,-1,1
EX_HC00250_e,-457.85531566610047,0.0,0.0,-1,1
EX_HC02020_e,119.87900602663807,0.0,0.0,1,1
EX_HC02220_e,7.641915985990876,8.321707198856545e-45,1.1908378732579214e-44,1,1
EX_Lhcystin_e,-1.0,0.0,0.0,-1,1
EX_Lkynr_e,-59.54460963077672,0.0,0.0,-1,1
EX_M00003_e,-1.0,0.0,0.0,-1,1
EX_M00010_e,5.742754461672783,4.0687670654048253e-07,4.461694836086122e-07,1,1
EX_M00017_e,3.893941873197746,3.143161402242108e-10,3.57800478420643e-10,1,1
EX_M00021_e,3.757557582929483,0.0038826726503625613,0.004004336779733595,1,1
EX_M00115_e,8.083414210038283,0.00016232041211307663,0.00017105784496927935,1,1
EX_M00117_e,9.866627920482998,7.105707649012374e-78,1.1060357827900686e-77,1,1
EX_M00260_e,2.2438908320213646,9.803857095159588e-13,1.1435315594816345e-12,1,1
EX_M00265_e,7.121861854755843,1.2184061416761676e-88,1.9582451151780445e-88,1,1
EX_M00315_e,4.864186300967898,0.01960232095219542,0.020152499267739158,1,1
EX_M00341_e,2.008849096471574,4.2475154084352807e-10,4.82546647951802e-10,1,1
EX_M01207_e,4.687569981587604,0.003311056963176061,0.0034194681052172964,1,1
EX_M01235_e,2.950388561405495,0.00034775170271509687,0.00036562227632684494,1,1
EX_M01238_e,-1.0,0.0,0.0,-1,1
EX_M01582_e,2.82373594768146,4.441088228134397e-06,4.791311812870886e-06,1,1
EX_M02053_e,-1.4259029836269748,4.265582629717994e-14,5.0322795595270465e-14,-1,1
EX_M02155_e,-24.27015532961666,1.382902816518576e-11,1.5982556215336825e-11,-1,1
EX_M02457_e,4.9734224977942745,0.0007213629171338913,0.0007532023838211803,1,1
EX_M02613_e,4.954721695522643,8.977766548933946e-186,1.6297768051661864e-185,1,1
EX_M02745_e,18.44907455811339,3.5808201117274716e-149,6.2314501714429795e-149,1,1
EX_M03045_e,4.51748377248475,6.6131216618004355e-18,8.153311234499887e-18,1,1
EX_M03153_e,4.371296552388599,1.753886116071003e-13,2.0541904948928562e-13,1,1
EX_Nacasp_e,193.21768703987217,0.0,0.0,1,1
EX_Rtotal_e,537.5701320059882,0.0,0.0,1,1
EX_aact_e,192.814206771129,0.0,0.0,1,1
EX_ac_e,382.25888614455675,1.39882300461979e-182,2.527229151544585e-182,1,1
EX_acgal_e,159.42836154982575,1.6656399989720174e-38,2.3022936321761727e-38,1,1
EX_acglu_e,-1.0,0.0,0.0,-1,1
EX_acgly_e,30.49684763219156,0.0,0.0,1,1
EX_achom__L_e,184.90750904639972,0.0,0.0,1,1
EX_acile__L_e,66.36666632070614,0.0,0.0,1,1
EX_acleu__L_e,83.56227676384277,0.0,0.0,1,1
EX_aclys_e,538.6284936438954,0.0,0.0,1,1
EX_acnam_e,31.303323026875432,1.003727957465678e-14,1.1897005174345276e-14,1,1
EX_acrn_e,361.7046927034117,0.0,0.0,1,1
EX_actyr_e,81.94419822300007,0.0,0.0,1,1
EX_ade_e,-1.0,0.0,0.0,-1,1
EX_adn_e,449.01944797209745,0.0,0.0,1,1
EX_adrn_e,3.5121159729473512,1.0005498414087888e-11,1.1581287919670537e-11,1,1
EX_ahcys_e,1.0,0.0,0.0,1,1
EX_aicar_e,2.3462856253590836,2.214758736930358e-06,2.397386602273042e-06,1,1
EX_akg_e,431.76145156431335,1.3924815513476377e-193,2.657416473202089e-193,1,1
EX_ala__L_e,585.1617354829274,0.0,0.0,1,1
EX_alltn_e,-895.8929911340185,2.782389899475868e-120,4.670219853443974e-120,-1,1
EX_amet_e,-145.22779832536463,0.0,0.0,-1,1
EX_ametam_e,-113.42623548160192,5.194801845515002e-08,5.760446773029575e-08,-1,1
EX_amp_e,-30.260165204409933,2.1489890211363644e-131,3.6611808454618786e-131,-1,1
EX_and19one_e,-1.0,0.0,0.0,-1,1
EX_aprgstrn_e,126.01927159057348,1.522399152854421e-166,2.6926545764270953e-166,1,1
EX_arab__L_e,1.0,0.0,0.0,1,1
EX_arach_e,-183.02348086147245,4.7346914e-317,1.0058451e-316,-1,1
EX_arachd_e,-121.07170259960027,0.0,0.0,-1,1
EX_asn__L_e,1.0,0.0,0.0,1,1
EX_atp_e,112.96451693817137,2.0966008139371923e-155,3.679583035897499e-155,1,1
EX_atvlac_e,-15.012128317542397,4.8878146754685455e-17,5.964657242336952e-17,-1,1
EX_bilglcur_e,-556.2870991970356,0.0,0.0,-1,1
EX_bilirub_e,556.2870991970337,0.0,0.0,1,1
EX_c4crn_e,14.41910958505862,3.433746373578779e-33,4.5816909602804975e-33,1,1
EX_c8crn_e,55.52478586847061,0.0,0.0,1,1
EX_ca24g_e,9.8818466315069,2.4178548709800775e-19,3.0319980187718143e-19,1,1
EX_ca3s_e,-215.80379345450302,1.4009782290842566e-250,2.8205864878105905e-250,-1,1
EX_cala_e,410.56525647958944,0.0,0.0,1,1
EX_cdca24g_e,37.011602126152425,1.5586361620357814e-46,2.241711668133793e-46,1,1
EX_cdca3g_e,7.420190664918301,8.797089063129894e-08,9.726479679828621e-08,1,1
EX_cholate_e,-253.42923029198408,0.0,0.0,-1,1
EX_cholp_e,1.0,0.0,0.0,1,1
EX_chsterol_e,-314.45236864007387,0.0,0.0,-1,1
EX_chtn_e,-6.6306782210523725,8.66144540069212e-23,1.098277080121262e-22,-1,1
EX_cit_e,-10.814818196095331,0.08689937254547132,0.08885568439926401,0,0
EX_cmp_e,-426.243440465543,0.0,0.0,-1,1
EX_co2_e,822.8800545134703,0.042792013924212634,0.043834309256602116,1,1
EX_crm_hs_e,17.841850929429185,3.042740004182204e-08,3.3773521747301e-08,1,1
EX_crn_e,275.95453389544343,3.1586358285481014e-293,6.617400338222083e-293,1,1
EX_cspg_a_e,-13.432342789637094,1.837273440992013e-114,3.0433610390174048e-114,-1,1
EX_cspg_d_e,-3.454625507728444,4.872295384883887e-05,5.180235402186941e-05,-1,1
EX_cspg_e_e,-4.834562578122668,9.710257857878779e-29,1.2710083916566403e-28,-1,1
EX_ctp_e,278.02441825029615,0.0,0.0,1,1
EX_cys__L_e,1.0,0.0,0.0,1,1
EX_cytd_e,148.15846749921016,0.0,0.0,1,1
EX_dca24g_e,10.215823740969752,3.318343646488803e-15,3.9621232498296904e-15,1,1
EX_dca3g_e,6.125072837508412,6.763913130197589e-11,7.785527987166105e-11,1,1
EX_dca3s_e,-135.75590935310808,0.0,0.0,-1,1
EX_dcmp_e,131.47159453810988,0.0,0.0,1,1
EX_dcsptn1_e,-1.0,0.0,0.0,-1,1
EX_dcyt_e,-67.53542556998576,0.0,0.0,-1,1
EX_dhap_e,227.9832565370216,5.401579486784227e-98,8.787239981724197e-98,1,1
EX_dlnlcg_e,6.576729456884057,0.0,0.0,1,1
EX_doco13ac_e,-1.984618569230431,1.6300754154993291e-28,2.1287528859108547e-28,-1,1
EX_docosac_e,0.6219664289957993,3.3470758389799365e-37,4.595652497172573e-37,0,0
EX_dolichol__L_e,-0.24516922893367904,0.14836452078962484,0.15102457494990498,0,0
EX_dopa_e,3.6060055860821154,3.328318371004937e-274,6.840371964300644e-274,1,1
EX_dsmsterol_e,54.94419530860729,0.0,0.0,1,1
EX_dtmp_e,-597.5069965310491,0.0,0.0,-1,1
EX_dttp_e,597.50699653105,0.0,0.0,1,1
EX_duri_e,-77.27676749048901,2.386293253862983e-165,4.217332279784307e-165,-1,1
EX_dxtrn_e,123.22971523332669,0.0,0.0,1,1
EX_eidi1114ac_e,11.63356395547595,4.0687670654048253e-07,4.461694836086122e-07,1,1
EX_elaid_e,-1.0,0.0,0.0,-1,1
EX_elaidcrn_e,-290.66532380866477,0.0,0.0,-1,1
EX_estradiol_e,30.86155622475686,0.0,0.0,1,1
EX_etha_e,-1.0,0.0,0.0,-1,1
EX_f1a_e,4.092567001603129,0.0,0.0,1,1
EX_fdp_e,40.61305701293808,0.0,0.0,1,1
EX_fol_e,-13.561957876286352,0.0,0.0,-1,1
EX_forglu_e,-254.99176436813553,0.0,0.0,-1,1
EX_fuc14galacglcgalgluside_hs_e,-0.20091547348010474,2.883581140542334e-192,5.259929935880836e-192,0,0
EX_fum_e,2.3462856253590196,2.214758736930358e-06,2.397386602273042e-06,1,1
EX_gal_e,249.3818601275357,3.143161402242108e-10,3.57800478420643e-10,1,1
EX_galgluside_hs_e,33.1661297012081,1.767765488097077e-08,1.9689040821326445e-08,1,1
EX_gbside_hs_e,-52.01689603538356,3.209982841805882e-05,3.440241167409702e-05,-1,1
EX_gca3s_e,-28.080158350923888,4.312386962685144e-45,6.186627158722656e-45,-1,1
EX_gcdca3s_e,-27.975018619110163,0.0,0.0,-1,1
EX_gdca3s_e,-11.943915162521925,1.3433151993983066e-08,1.5005749226923533e-08,-1,1
EX_glcur_e,63.815462565176226,0.0,0.0,1,1
EX_gln__L_e,1.0,0.0,0.0,1,1
EX_glu__L_e,1.0,0.0,0.0,1,1
EX_gluside_hs_e,-2.1855823354000217,0.0006029005665324465,0.0006303808409738425,-1,1
EX_gly_e,1.0,0.0,0.0,1,1
EX_glyald_e,-1.0,0.0,0.0,-1,1
EX_glyc2p_e,257.83581606034465,4.27987202778611e-143,7.35218560900322e-143,1,1
EX_glyc3p_e,45.732580987955856,0.0,0.0,1,1
EX_glyc__R_e,-30.3583913413846,5.649185707078914e-163,9.952909806653385e-163,-1,1
EX_glyc__S_e,619.4059667055747,3.6681344761127276e-170,6.538723230182107e-170,1,1
EX_glyc_e,1.0,0.0,0.0,1,1
EX_glyclt_e,-253.28395731829465,1.7199456463250463e-77,2.6643905612579675e-77,-1,1
EX_glygn2_e,-107.46343667266295,1.354199288211322e-23,1.7209773830598278e-23,-1,1
EX_glygn4_e,107.46343667266295,1.354199288211322e-23,1.7209773830598278e-23,1,1
EX_gm2_hs_e,-17.858990487622208,9.907298369738481e-18,1.2175040366707841e-17,-1,1
EX_gmp_e,-44.77598846518703,0.0,0.0,-1,1
EX_gsn_e,463.0064477307934,4.856677974383621e-31,6.434956639337924e-31,1,1
EX_gua_e,1.0,0.0,0.0,1,1
EX_gudca3s_e,-59.98336030440802,1.374604391933745e-86,2.193764282559055e-86,-1,1
EX_h2o2_e,-692.6241307452558,4.8878146754685455e-17,5.964657242336952e-17,-1,1
EX_h2o_e,461.419599510571,1.4923000016572628e-152,2.604929518649995e-152,1,1
EX_hLkynr_e,-234.06215296481707,0.0,0.0,-1,1
EX_h_e,-493.8135779535184,4.6103971535538226e-175,8.283395518766401e-175,-1,1
EX_ha_e,-4.529836269780429,7.246822006432893e-17,8.810242385765042e-17,-1,1
EX_hca24g_e,10.45150819234181,2.798513019401821e-06,3.0235124010758966e-06,1,1
EX_hca6g_e,6.131660115624733,1.6022936229377296e-44,2.2885590048374743e-44,1,1
EX_hco3_e,-412.74113568340545,1.7159001860079139e-184,3.1075034469090686e-184,-1,1
EX_hcys__L_e,1.0,0.0,0.0,1,1
EX_hdca24g_e,8.297363359623708,1.0005498414087888e-11,1.1581287919670537e-11,1,1
EX_hdca6g_e,15.509533904968473,7.969763456935227e-47,1.1484348230139532e-46,1,1
EX_hdcecrn_e,78.35755191771253,5.577646320340156e-06,6.000395449309566e-06,1,1
EX_hdd2crn_e,14.661498051073117,0.0,0.0,1,1
EX_hexc_e,8.821498013178324,0.033253124816560224,0.03409383587287055,1,1
EX_his__L_e,-501.9013030685841,0.0,0.0,-1,1
EX_hmcr_e,-27.177039934526668,0.0,0.0,-1,1
EX_hom__L_e,-184.90750904639955,0.0,0.0,-1,1
EX_hpdca_e,-26.984970787503315,1.4923000016572628e-152,2.604929518649995e-152,-1,1
EX_hxan_e,1.0,0.0,0.0,1,1
EX_hxcoa_e,-1.0,0.0,0.0,-1,1
EX_hyochol_e,-17.14096121940264,2.1603957516211753e-23,2.7439925905658217e-23,-1,1
EX_ile__L_e,-65.66633611329867,9e-323,1.9e-322,-1,1
EX_imp_e,9.046993424113738,9.787778496005188e-228,1.9328734751676332e-227,1,1
EX_ins_e,159.74339478429127,5.356249099254043e-22,6.787969701119382e-22,1,1
EX_ksi_e,-0.26873245224038,2.883581140542334e-192,5.259929935880836e-192,0,0
EX_ksii_core2_e,-1.3554292163615602,0.24068202486600215,0.24401289217441557,0,0
EX_ksii_core4_e,-0.41177861662503146,2.435056842111727e-56,3.5816153422511215e-56,0,0
EX_lac__L_e,489.5991943117044,1.0977266965700495e-271,2.251975905971619e-271,1,1
EX_lanost_e,1.0928484289051026,6.954764781424622e-15,8.26492455186568e-15,1,1
EX_lca24g_e,17.70950259451837,9.753426185494649e-145,1.6856948909633446e-144,1,1
EX_lca3g_e,10.666347935987488,1.0722063786469485e-16,1.3007375458906088e-16,1,1
EX_lca3s_e,-60.61060230971829,1.4539281678631267e-82,2.3057757466600285e-82,-1,1
EX_leu__L_e,192.41259997663852,0.0,0.0,1,1
EX_leuktrA4_e,157.3167654207399,0.0,0.0,1,1
EX_leuktrB4woh_e,6.304734577384275,0.0,0.0,1,1
EX_lgnc_e,-56.42066029176567,5.529756080361251e-63,8.322117997680849e-63,-1,1
EX_lneldc_e,-1.0,0.0,0.0,-1,1
EX_lneldccrn_e,100.91331815617573,0.0,0.0,1,1
EX_lnlccrn_e,-630.0944307757181,0.0,0.0,-1,1
EX_lnlnca_e,59.078919361494755,0.0,0.0,1,1
EX_lnlncg_e,77.22569832354863,0.0,0.0,1,1
EX_lpchol_hs_e,-523.9386057225857,0.0,0.0,-1,1
EX_lthstrl_e,-47.468391764146574,0.0,0.0,-1,1
EX_mal__L_e,649.6587693175711,0.0,0.0,1,1
EX_malthp_e,461.32639011492813,5.763271675490673e-76,8.867472882817966e-76,1,1
EX_malttr_e,-461.32639011492813,5.763271675490673e-76,8.867472882817966e-76,-1,1
EX_man_e,21.27158298476085,3.6930025171082004e-252,7.461573591061142e-252,1,1
EX_met__L_e,-576.3963415616098,0.0,0.0,-1,1
EX_mev__R_e,-76.72247933980363,5.032549473768586e-16,6.037464265678003e-16,-1,1
EX_mlthf_e,-461.8259152304953,0.0,0.0,-1,1
EX_mthgxl_e,138.48870832846248,0.0,0.0,1,1
EX_n2m2nmasn_e,-0.7313601083466849,6.723652038451915e-197,1.2951156725465904e-196,0,0
EX_n8aspmd_e,-212.34894703772133,5.274648198989292e-42,7.472692489023507e-42,-1,1
EX_nh4_e,513.555908239605,4.6103971535538226e-175,8.283395518766401e-175,1,1
EX_nicrnt_e,935.3841614436878,2.3252258311106352e-130,3.940737210785263e-130,1,1
EX_nrvnc_e,-37.11759401761204,0.0,0.0,-1,1
EX_o2_e,-703.5121235572732,1.1189181585962632e-104,1.8386853387641922e-104,-1,1
EX_o2s_e,-904.3016617646398,0.0,0.0,-1,1
EX_oaa_e,-638.2083181735425,1.445613070447519e-14,1.709889209888706e-14,-1,1
EX_ocdca_e,-11.201790126417823,0.0,0.0,-1,1
EX_ocdcea_e,-1.0,0.0,0.0,-1,1
EX_octa_e,-8.137797024016349,0.0,0.0,-1,1
EX_odecrn_e,33.72526373657413,0.0,0.0,1,1
EX_orot5p_e,-260.32512661787797,0.0,0.0,-1,1
EX_orot_e,260.32512661788627,0.0,0.0,1,1
EX_oxa_e,253.28395731829482,1.7199456463250463e-77,2.6643905612579675e-77,1,1
EX_pcrn_e,25.023547583795494,0.0,0.0,1,1
EX_pep_e,-838.8040202966812,0.0,0.0,-1,1
EX_phe__L_e,1.0,0.0,0.0,1,1
EX_pi_e,473.8701610713616,0.0,0.0,1,1
EX_pmtcrn_e,-39.551519277011884,3.4501915758212364e-144,5.949419186552793e-144,-1,1
EX_ppbng_e,-10.374941067623368,4.7209757282453527e-135,8.05509833121352e-135,-1,1
EX_prgstrn_e,-125.99543580393613,1.4405310108367696e-195,2.767720749247296e-195,-1,1
EX_pro__L_e,1.0,0.0,0.0,1,1
EX_prostgh2_e,117.9550515403047,0.0,0.0,1,1
EX_pser__L_e,524.2825143318015,1.0782457539376652e-289,2.2465101900848053e-289,1,1
EX_ptdca_e,-5.392396709978846,0.0,0.0,-1,1
EX_ptrc_e,-74.49784803000168,0.0,0.0,-1,1
EX_q10_e,-210.38180510248756,0.0,0.0,-1,1
EX_q10h2_e,210.38180510248765,0.0,0.0,1,1
EX_rib__D_e,-6.157041177694842,1.445156540140849e-197,2.8002990637029586e-197,-1,1
EX_s2l2n2m2m_e,-4.309478745744173,6.6131216618004355e-18,8.153311234499887e-18,-1,1
EX_ser__L_e,-560.3902738872044,3.9587400002181794e-05,4.2367099625332163e-05,-1,1
EX_so4_e,112.93721250038013,6.766991587022994e-08,7.492851240433554e-08,1,1
EX_sphgn_e,-17.841850929437562,3.042740004182204e-08,3.3773521747301e-08,-1,1
EX_sphings_e,38.987366373424045,3.6831887568019337e-19,4.600947011384594e-19,1,1
EX_spmd_e,-43.89097466682457,8.558957839743207e-54,1.2491897978185619e-53,-1,1
EX_sql_e,1.0404043199635284,1.003727957465678e-14,1.1897005174345276e-14,1,1
EX_stcrn_e,62.80931455669246,2.4405826232998913e-255,4.970908643510361e-255,1,1
EX_strch1_e,-117.48154339198719,5.227334381223139e-249,1.0496265587761053e-248,-1,1
EX_strch2_e,117.48154339198719,5.227334381223139e-249,1.0496265587761053e-248,1,1
EX_strdnc_e,118.20515768979574,0.0,0.0,1,1
EX_tag__D_e,-12.644270741544608,1.71298283268853e-299,3.605360531080307e-299,-1,1
EX_tca3s_e,-93.79350655770901,9.710257857878779e-29,1.2710083916566403e-28,-1,1
EX_tcdca3s_e,-339.98835327754824,0.0,0.0,-1,1
EX_tdca3s_e,-24.457061403981623,0.12051526066065596,0.12306212093540904,0,0
EX_tethex3_e,7.106197473074625,1.2581488962359795e-10,1.4408755135410538e-10,1,1
EX_tetpent3_e,-14.160549735841991,8.402229010639847e-22,1.0618509784731827e-21,-1,1
EX_thmtp_e,144.8443591587535,1.844783660088942e-37,2.536019184056893e-37,1,1
EX_thr__L_e,1.0,0.0,0.0,1,1
EX_thymd_e,13.142183228289547,4.872295384883887e-05,5.180235402186941e-05,1,1
EX_trp__L_e,1.0,0.0,0.0,1,1
EX_tststerone_e,-30.861556224757145,0.0,0.0,-1,1
EX_ttdca_e,1.0,0.0,0.0,1,1
EX_ttdcea_e,28.150309849918514,8.949959584179312e-121,1.5078158913702682e-120,1,1
EX_ttdcrn_e,-57.34084644619308,0.0,0.0,-1,1
EX_tudca3s_e,-29.412236499214494,6.694200298676395e-222,1.3162362665189692e-221,-1,1
EX_tyr__L_e,1.0,0.0,0.0,1,1
EX_udca3s_e,-381.38505037078187,0.0,0.0,-1,1
EX_udpglcur_e,666.495944748519,0.0,0.0,1,1
EX_ump_e,-35.641183053599235,6.633705831416385e-195,1.2713203327549881e-194,-1,1
EX_urate_e,895.8721951646414,9.520860663442335e-27,1.2292140174347666e-26,1,1
EX_urcan_e,1.0,0.0,0.0,1,1
EX_uri_e,40.284106232725954,0.0,0.0,1,1
EX_utp_e,-671.0214680721268,0.0,0.0,-1,1
EX_vacc_e,64.98995579637469,2.404084289563744e-76,3.7165932073514383e-76,1,1
EX_val__L_e,1.0,0.0,0.0,1,1
EX_xan_e,-247.16081478064197,0.0,0.0,-1,1
EX_xmp_e,219.30057821949515,0.0,0.0,1,1
EX_xolest182_hs_e,-41.16081117514152,2.2339852302897496e-81,3.525629227232816e-81,-1,1
EX_xolest2_hs_e,7.49228357084303,0.0,0.0,1,1
EX_xolest_hs_e,615.3113280074529,0.0,0.0,1,1
EX_xtsn_e,-385.01851807852887,1.094516839708168e-96,1.7767317676749457e-96,-1,1
EX_xyl__D_e,22.669914569153285,5.145848984405932e-64,7.770095108767202e-64,1,1
EX_xylu__L_e,-1.0,0.0,0.0,-1,1
F1Ate,-4.092567001603129,0.0,0.0,-1,1
F1PGT,0.26873245224037356,2.883581140542334e-192,5.259929935880836e-192,0,0
FACOAE181,-175.35754983387773,0.0,0.0,-1,1
FACOAL150,9.636882662046002,0.0,0.0,1,1
FACOAL160,8.172873384410947,0.0,0.0,1,1
FACOAL170,29.462373926812152,6.347395071559649e-193,1.2103219317810212e-192,1,1
FACOAL180,11.201790126417906,0.0,0.0,1,1
FACOAL181,6.810932578712284,0.0,0.0,1,1
FACOAL204,17.535036755281343,0.0,0.0,1,1
FACOAL245_2,14.160549735833431,8.402229010639847e-22,1.0618509784731827e-21,1,1
FACOAL80,8.137797024016434,0.0,0.0,1,1
FADH2tru,169.0768932337315,0.0,0.0,1,1
FADH2tx,132.09855513881138,5.958529888311548e-253,1.2092780497189922e-252,1,1
FADRx,293.161779156201,0.0,0.0,1,1
FADtru,169.07689323373103,0.0,0.0,1,1
FADtx,-132.0985551388113,5.958529888311548e-253,1.2092780497189922e-252,-1,1
FAEL183,8.208236270138418,2.7948372826899163e-59,4.170220413264652e-59,1,1
FAEL184,12.264029025128275,1.0010596819739184e-239,2.004767669984805e-239,1,1
FAEL204,9.704678312474046,1.425495606226295e-30,1.882151466127858e-30,1,1
FAEL205,16.39733712855184,9.185171040635447e-122,1.5508939355600817e-121,1,1
FAOXC10080x,38.60539961327209,0.0,0.0,1,1
FAOXC101C102x,16.525560399967812,1.7223838690805776e-71,2.6304867294431686e-71,1,1
FAOXC101C8x,8.397744152702536,2.529553479526401e-118,4.223982317650336e-118,1,1
FAOXC101x,8.265625855031965,1.4521567744883152e-39,2.0269502365476117e-39,1,1
FAOXC102C101x,5.500536386931018,4.002682778810179e-71,6.104830484001287e-71,1,1
FAOXC102C103x,14.419109585058603,3.433746373578779e-33,4.5816909602804975e-33,1,1
FAOXC102C81x,14.419109585058603,3.433746373578779e-33,4.5816909602804975e-33,1,1
FAOXC102x,14.41910958505859,3.433746373578779e-33,4.5816909602804975e-33,1,1
FAOXC103C102x,14.419109585058605,3.433746373578779e-33,4.5816909602804975e-33,1,1
FAOXC121C10x,38.68548752768942,0.0,0.0,1,1
FAOXC121x,38.605399613272034,0.0,0.0,1,1
FAOXC122x,8.265625855031987,1.4521567744883152e-39,2.0269502365476117e-39,1,1
FAOXC123C102x,14.419109585058582,3.433746373578779e-33,4.5816909602804975e-33,1,1
FAOXC123x,14.419109585058582,3.433746373578779e-33,4.5816909602804975e-33,1,1
FAOXC141C121x,38.60539961327213,0.0,0.0,1,1
FAOXC142C122x,8.265625855031981,1.4521567744883152e-39,2.0269502365476117e-39,1,1
FAOXC143C123x,14.419109585058582,3.433746373578779e-33,4.5816909602804975e-33,1,1
FAOXC150m,5.392396709978809,0.0,0.0,1,1
FAOXC161C141x,38.60539961327215,0.0,0.0,1,1
