reaction,FC,p,q,enrichment,changed
DM_datp_m,94.29705909074481,0.0,0.0,1,1
DM_dca24g_c,-1.0,0.0,0.0,-1,1
DM_dca3s_c,27.09743131442988,3.293282821940129e-24,4.0579219220666165e-24,1,1
DM_dopa_c,646.9583051341169,1.269310553972161e-61,1.8591570501697504e-61,1,1
DM_ethamp_r,-1.0,0.0,0.0,-1,1
DM_fol_c,489.3031680032782,1.8600627071789462e-284,3.9818603168690015e-284,1,1
DM_gca3s_c,40.28853844024625,9.520860663442335e-27,1.205693897556904e-26,1,1
DM_gcdca3s_c,226.89880027190233,7.941083403595438e-93,1.2437578810572951e-92,1,1
DM_gdca3s_c,34.60385888297828,4.955881909979731e-13,5.793710306646386e-13,1,1
DM_gudca3s_c,65.05820936056212,1.9639935039866535e-132,3.4475639816134945e-132,1,1
DM_hca24g_c,-1.0,0.0,0.0,-1,1
DM_hista_c,200.17989245659984,1.65134576941857e-113,2.665043172427989e-113,1,1
DM_kynate_c,575.803125291829,0.0,0.0,1,1
DM_lca24g_c,-1.0,0.0,0.0,-1,1
DM_lca3s_c,20.17512798832623,1.4811534595157654e-17,1.7696294212643857e-17,1,1
DM_protein_c,-1.0,0.0,0.0,-1,1
DM_sprm_c,138.62050849665548,0.0,0.0,1,1
DM_tca3s_c,95.3875711516776,0.0,0.0,1,1
DM_tcdca3s_c,343.6898884977458,1.5797675045356538e-267,3.3134461813882007e-267,1,1
DM_tdca3s_c,47.73413315757741,4.441088228134397e-06,4.794022391959647e-06,1,1
DM_thmpp_c,-91.57905135417643,2.7492040497230273e-145,4.959433708670315e-145,-1,1
DM_thmtp_c,-297.86906645878827,5.2479055181400886e-142,9.363346671145959e-142,-1,1
DM_tudca3s_c,70.54710002579682,5.599003563551554e-19,6.731784052700024e-19,1,1
DM_tym_c,142.96989056802263,2.231788601339735e-55,3.1771313713395354e-55,1,1
DM_udca3s_c,361.7523923087782,8.66144540069212e-23,1.059807957339379e-22,1,1
DNDPt18m,57.298957247827566,1.866671893947957e-41,2.52504164907483e-41,1,1
DOCOSACTDe,0.3083042027550354,0.002393409648884169,0.0024996617019467614,0,0
DOCOSACTDr,-165.25473673096673,0.0,0.0,-1,1
DOPAENT4tc,162.2619290950772,7.464624605975604e-184,1.4207067014876004e-183,1,1
DPMVD,77.47113973143664,3.289875262334598e-17,3.92036310634337e-17,1,1
DSAT,19.721862750617518,2.038066062230256e-35,2.6606789210580344e-35,1,1
DSMSTEROLte,33.62384293689629,0.0,0.0,1,1
DSMSTEROLtr,29.701568859500977,0.0,0.0,1,1
DSPVSteb,9.841371924921841,2.231788601339735e-55,3.1771313713395354e-55,1,1
DSPVStev,-9.841371924921994,2.231788601339735e-55,3.1771313713395354e-55,-1,1
DTDPtn,-10.513365605591552,6.990901300156074e-06,7.518019211572178e-06,-1,1
DTTPtn,10.513365605592341,6.990901300156074e-06,7.518019211572178e-06,1,1
DURIt,1.0,0.0,0.0,1,1
DUTPDP,17.625570900668702,4.2475154084352807e-10,4.82470391341429e-10,1,1
DUTUP,-17.17191980247314,0.0,0.0,-1,1
DXTRNt,101.72289731338645,0.0,0.0,1,1
EBP1r,1.27379270575411,1.2672018670773729e-27,1.6074233800281072e-27,1,1
EBP2r,3.154856089470968,5.526786377018912e-81,8.475891473358306e-81,1,1
ECOAH1x,0.0,1.0,1.0,0,0
ECOAH4p,1.0,0.0,0.0,1,1
ECOAH5p,1.0,0.0,0.0,1,1
ECOAR,-112.34410307683382,3.677996330485201e-84,5.717430263056695e-84,-1,1
ELAIDCPT1,210.96750443301775,0.0,0.0,1,1
ELAIDCRNtd,14.086536451181464,1.2279568309794965e-100,1.9595786631435041e-100,1,1
ELAIDCRNte,240.8793565151267,0.0,0.0,1,1
ELAIDt,1.0,0.0,0.0,1,1
ENGASE2ly,4.867243610852581,6.103857836584651e-115,1.029490286998239e-114,1,1
ENGASE3ly,1.541043310090069,1.837273440992013e-114,2.9798564266835634e-114,1,1
ENGASEly,3.0534720263079205,1.1157313408241001e-33,1.4458256216698446e-33,1,1
ENO,924.9828112189728,0.0,0.0,1,1
ESTRADIOLt,-24.52979004157732,0.0,0.0,-1,1
ESTRADIOLtr,117.54634279284727,6.3151556458138154e-52,8.90128794548927e-52,1,1
ESTRONEtr,-92.96196085382194,3.0940781182944927e-138,5.473400206161266e-138,-1,1
ETHAt,1.0,0.0,0.0,1,1
EX_12ppd__R_e,1.0,8.2e-322,1.82e-321,1,1
EX_2425dhvitd2_e,-1.0,0.0,0.0,-1,1
EX_2425dhvitd3_e,-1.0,0.0,0.0,-1,1
EX_2hatvacid_e,-7.70239271953937,5.194801845515002e-08,5.757424872008371e-08,-1,1
EX_2hatvacidgluc_e,7.702392719539378,5.194801845515002e-08,5.757424872008371e-08,1,1
EX_2hatvlacgluc_e,5.951041040644331,0.01960232095219542,0.02036998925906646,1,1
EX_2pg_e,-895.7867073609173,0.0,0.0,-1,1
EX_34dhpha_e,224.67807084413766,0.0,0.0,1,1
EX_34dhphe_e,-83.21772068058746,0.0,0.0,-1,1
EX_3hpp_e,-347.9388897681632,1.5818384838992494e-101,2.5278399301527223e-101,-1,1
EX_3pg_e,-662.3594954516044,0.0,0.0,-1,1
EX_4aabutn_e,44.95361457235008,0.0,0.0,1,1
EX_56dura_e,-309.7240703884154,4.0660830919911046e-47,5.644039912362348e-47,-1,1
EX_5aop_e,-210.42613215006563,2.529553479526401e-118,4.307791821103916e-118,-1,1
EX_5fthf_e,1.0,0.0,0.0,1,1
EX_5mta_e,124.24564374336217,0.0,0.0,1,1
EX_5mthf_e,-184.13736838616032,3.827420009052391e-167,7.106731050168883e-167,-1,1
EX_7dhchsterol_e,-574.4639749158979,0.0,0.0,-1,1
EX_C02470_e,59.98159479669048,2.137617700150948e-300,4.645755801661393e-300,1,1
EX_C02528_e,4.797643262679226,3.209982841805882e-05,3.4390520399065834e-05,1,1
EX_C05769_e,34.919097629740726,2.7492040497230273e-145,4.959433708670315e-145,1,1
EX_C11695_e,1.0,0.0,0.0,1,1
EX_C14768_e,38.29616576690008,1.0768117192423136e-15,1.2738643563042819e-15,1,1
EX_C14769_e,40.86878027081324,0.0,0.0,1,1
EX_CE2176_e,-1.0,0.0,0.0,-1,1
EX_CE2510_e,4.406756686214683,0.0010264669536591562,0.001076469479894391,1,1
EX_CE2537_e,-1.0,0.0,0.0,-1,1
EX_CE2839_e,-1.2601306704824193,1.1289850689115942e-25,1.4078382116154414e-25,-1,1
EX_CE5629_e,-402.49779550549215,1.0578366251525282e-266,2.2106073064084887e-266,-1,1
EX_HC00250_e,-688.119192744741,1.0004257340859742e-76,1.5219810167894623e-76,-1,1
EX_HC02020_e,223.77612688709746,0.0,0.0,1,1
EX_HC02220_e,12.1329530193661,1.9235329004551243e-12,2.215801150347599e-12,1,1
EX_Lhcystin_e,-1.0,0.0,0.0,-1,1
EX_Lkynr_e,-575.8031252918369,0.0,0.0,-1,1
EX_M00003_e,-1.0,0.0,0.0,-1,1
EX_M00010_e,3.9703098530242182,2.0977827855404345e-05,2.249596013441387e-05,1,1
EX_M00017_e,3.1004156040323823,0.08689937254547132,0.08884604307740392,0,0
EX_M00021_e,4.033561880791987,1.5702401851850447e-15,1.854703986849002e-15,1,1
EX_M00115_e,11.720939599993143,5.921566070217685e-46,8.1403697423113e-46,1,1
EX_M00117_e,9.833992642508932,3.623402135617007e-82,5.579354705450749e-82,1,1
EX_M00260_e,2.831038381493834,1.0845303448772275e-06,1.1818998314278094e-06,1,1
EX_M00265_e,2.4751486776299956,0.022438659451142425,0.023285593846069586,1,1
EX_M00315_e,3.844243835167603,5.214702601499457e-07,5.715634647753008e-07,1,1
EX_M00341_e,1.8972706131549708,1.2354887717127082e-13,1.4532914314682477e-13,1,1
EX_M01207_e,4.8308425710244345,0.0007213629171338913,0.0007582451298477844,1,1
EX_M01235_e,3.8402437349381886,0.029225323426275904,0.030287097211063405,1,1
EX_M01238_e,-1.0,0.0,0.0,-1,1
EX_M01582_e,3.1648579981426055,0.0005028776494501317,0.0005298092317844878,1,1
EX_M02053_e,-4.15068521125276,4.148242783943996e-30,5.2943456560180084e-30,-1,1
EX_M02155_e,-23.16432286275583,1.8582877929472538e-74,2.8139434263474675e-74,-1,1
EX_M02457_e,3.3958762710243215,0.00013349301651925088,0.00014142574916292037,1,1
EX_M02613_e,5.07882698832777,9.623755032161114e-258,1.980289358285993e-257,1,1
EX_M02745_e,8.475384632162937,4.64927301850743e-55,6.602141274569978e-55,1,1
EX_M03045_e,5.600201227365231,1.1582681881726136e-56,1.6592391747708126e-56,1,1
EX_M03153_e,4.021778687443036,6.669830320596686e-07,7.282561144307003e-07,1,1
EX_Nacasp_e,117.066650897421,0.0,0.0,1,1
EX_Rtotal_e,660.9954673337094,0.0,0.0,1,1
EX_aact_e,136.5948942519948,6.3151556458138154e-52,8.90128794548927e-52,1,1
EX_ac_e,457.13915742093485,7.053692183224609e-30,8.99247238107182e-30,1,1
EX_acgal_e,162.3974251560543,1.2221860773260014e-212,2.396072704860769e-212,1,1
EX_acglu_e,-1.0,0.0,0.0,-1,1
EX_acgly_e,65.27265130667266,0.0,0.0,1,1
EX_achom__L_e,158.7495110393436,0.0,0.0,1,1
EX_acleu__L_e,192.30027013549034,0.0,0.0,1,1
EX_aclys_e,113.93041619250543,1.65134576941857e-113,2.665043172427989e-113,1,1
EX_acnam_e,26.00948652539104,1.5667756082255056e-94,2.470892838956879e-94,1,1
EX_acrn_e,306.57208276479747,0.0,0.0,1,1
EX_actyr_e,160.81890636524744,0.0,0.0,1,1
EX_ade_e,-1.0,0.0,0.0,-1,1
EX_adn_e,251.57552998040856,0.0,0.0,1,1
EX_adrn_e,7.793426705297496,1.2169340874898888e-143,2.1900974666024655e-143,1,1
EX_ahcys_e,1.0,0.0,0.0,1,1
EX_aicar_e,2.0721541016274103,9.803857095159588e-13,1.1373869797231408e-12,1,1
EX_akg_e,6.457519670185963,1.3332739479484995e-262,2.770975545736317e-262,1,1
EX_ala__L_e,213.11931996889643,6.926908895158878e-246,1.400106828941768e-245,1,1
EX_alltn_e,-737.6336655076907,1.5679195140192733e-26,1.9756997962407409e-26,-1,1
EX_amet_e,-118.96858217694829,0.0,0.0,-1,1
EX_ametam_e,-22.450311676685587,8.247170039460093e-80,1.2613969189040169e-79,-1,1
EX_amp_e,-112.68091315349744,0.0,0.0,-1,1
EX_and19one_e,-1.0,0.0,0.0,-1,1
EX_aprgstrn_e,336.1639652982683,4.6103971535538226e-175,8.644968204116535e-175,1,1
EX_arab__L_e,1.0,0.0,0.0,1,1
EX_arach_e,-10.426182667845046,8.329499266785476e-31,1.0648693180282608e-30,-1,1
EX_arachd_e,-196.5615013926304,0.0,0.0,-1,1
EX_asn__L_e,-42.17693666155294,3.4059967341600814e-286,7.298107556200287e-286,-1,1
EX_asp__L_e,1.0,0.0,0.0,1,1
EX_atp_e,292.42671471435017,1.8518210519255763e-20,2.2430231637442492e-20,1,1
EX_atvlac_e,-5.951041040644243,0.01960232095219542,0.02036998925906646,-1,1
EX_bilglcur_e,-505.08860398352454,7.89195695786226e-174,1.4761840801509573e-173,-1,1
EX_bilirub_e,505.08860398351646,7.89195695786226e-174,1.4761840801509573e-173,1,1
EX_c4crn_e,10.400480229418475,3.3470758389799365e-37,4.409946342120217e-37,1,1
EX_c8crn_e,21.278153081881282,0.0,0.0,1,1
EX_ca24g_e,7.745490876844731,7.709567304002036e-09,8.615686869604625e-09,1,1
EX_ca3s_e,-162.49527247191799,0.0,0.0,-1,1
EX_cala_e,309.7240703884154,4.0660830919911046e-47,5.644039912362348e-47,1,1
EX_cdca24g_e,6.711123520463793,1.9235329004551243e-12,2.215801150347599e-12,1,1
EX_cdca3g_e,5.160743566483305,2.214758736930358e-06,2.4009878563777085e-06,1,1
EX_cholate_e,-469.25435867926814,4.312386962685144e-45,5.892734759788921e-45,-1,1
EX_cholp_e,1.0,0.0,0.0,1,1
EX_chsterol_e,-153.45135657912382,0.0,0.0,-1,1
EX_chtn_e,-4.289801837847972,2.396619961945673e-168,4.453653707785037e-168,-1,1
EX_cit_e,-15.755479761442077,1.690722046468961e-05,1.815636569431609e-05,-1,1
EX_cmp_e,-747.3845079823365,0.0,0.0,-1,1
EX_co2_e,797.7898962967719,3.65394511e-315,8.048554773e-315,1,1
EX_crm_hs_e,-339.8314563200265,1.7628312247911467e-53,2.4924292781743475e-53,-1,1
EX_crn_e,485.4630985920116,5.249252134161708e-295,1.1332822488322628e-294,1,1
EX_cspg_a_e,-9.539512135209147,7.847683261668956e-40,1.0528167667918025e-39,-1,1
EX_cspg_d_e,-5.090967153046422,7.969763456935227e-47,1.0982488048747698e-46,-1,1
EX_cspg_e_e,-10.281424446798122,1.4009782290842566e-250,2.857044073968073e-250,-1,1
EX_ctp_e,520.884814408187,0.0,0.0,1,1
EX_cys__L_e,-424.72946922226566,0.0,0.0,-1,1
EX_cytd_e,226.47623242619798,0.0,0.0,1,1
EX_dag_hs_e,360.00447908992226,5.795101457747716e-58,8.354024969412691e-58,1,1
EX_dca24g_e,10.100417610945657,5.356249099254043e-22,6.536342483688623e-22,1,1
EX_dca3g_e,15.680594529009296,8.558957839743207e-54,1.2116341060976427e-53,1,1
EX_dca3s_e,-27.097431314434697,3.293282821940129e-24,4.0579219220666165e-24,-1,1
EX_dcmp_e,1.0,0.0,0.0,1,1
EX_dcyt_e,-1.0,0.0,0.0,-1,1
EX_dhap_e,423.3983820318493,0.0,0.0,1,1
EX_dlnlcg_e,7.538760525402576,0.0,0.0,1,1
EX_doco13ac_e,-11.009646193472872,4.441088228134397e-06,4.794022391959647e-06,-1,1
EX_docosac_e,-0.30830420301466716,0.002393409648884169,0.0024996617019467614,0,0
EX_dolichol__L_e,-0.4869596972300301,0.5005673707894058,0.5083643703344121,0,0
EX_dopa_e,-162.26192909507864,7.464624605975604e-184,1.4207067014876004e-183,-1,1
EX_dsmsterol_e,33.62384293689629,0.0,0.0,1,1
EX_dtmp_e,-522.786214118755,0.0,0.0,-1,1
EX_dttp_e,522.7862141187616,0.0,0.0,1,1
EX_duri_e,-6.00225352597774,1.5860009962863472e-134,2.790481321145293e-134,-1,1
EX_dxtrn_e,101.72289731338645,0.0,0.0,1,1
EX_eidi1114ac_e,13.949239723136015,1.3746584738471068e-12,1.5891441931707688e-12,1,1
EX_elaid_e,-1.0,0.0,0.0,-1,1
EX_elaidcrn_e,255.48034439671818,5.2412442104666635e-281,1.1136423918328608e-280,1,1
EX_estradiol_e,24.52979004157732,0.0,0.0,1,1
EX_etha_e,-1.0,0.0,0.0,-1,1
EX_f1a_e,5.822455196413069,0.0,0.0,1,1
EX_fdp_e,68.20587920889365,0.0,0.0,1,1
EX_fol_e,-178.28880004061838,0.0,0.0,-1,1
EX_forglu_e,-136.70943818840612,0.0,0.0,-1,1
EX_fuc14galacglcgalgluside_hs_e,0.6078144254147191,1.837273440992013e-114,2.9798564266835634e-114,0,0
EX_fum_e,2.072154101626629,9.803857095159588e-13,1.1373869797231408e-12,1,1
EX_gal_e,199.11933041618593,4.872295384883887e-05,5.173838096000479e-05,1,1
EX_galgluside_hs_e,45.36571732559825,5.529756080361251e-63,8.146483780106116e-63,1,1
EX_gbside_hs_e,-49.03765936138896,1.37830107357921e-75,2.0912786236088812e-75,-1,1
EX_gca3s_e,-40.28853844024314,9.520860663442335e-27,1.205693897556904e-26,-1,1
EX_gcdca3s_e,-226.89880027190247,7.941083403595438e-93,1.2437578810572951e-92,-1,1
EX_gdca3s_e,-34.60385888298811,4.955881909979731e-13,5.793710306646386e-13,-1,1
EX_glcur_e,76.2786402767522,0.0,0.0,1,1
EX_gln__L_e,1.0,0.0,0.0,1,1
EX_glu__L_e,-139.04379559870347,2.380997184745219e-223,4.6920859892820294e-223,-1,1
EX_gluside_hs_e,-5.969282550025708,0.06153429181321559,0.06359658239028894,0,0
EX_gly_e,1.0,0.0,0.0,1,1
EX_glyald_e,-1.0,0.0,0.0,-1,1
EX_glyc2p_e,271.21102880947484,2.273588556073783e-85,3.541521559699913e-85,1,1
EX_glyc3p_e,-1.6272966984256245,0.0,0.0,-1,1
EX_glyc__R_e,-28.530570645971988,4.1963089360010326e-94,6.604122063416798e-94,-1,1
EX_glyc__S_e,703.1998792548901,4.9260933239281345e-304,1.0777895460406524e-303,1,1
EX_glyc_e,1.0,0.0,0.0,1,1
EX_glyclt_e,-286.71677635550867,0.0,0.0,-1,1
EX_glygn2_e,-147.55327164644146,8.949959584179312e-121,1.5344709069193981e-120,-1,1
EX_glygn4_e,147.55327164644146,8.949959584179312e-121,1.5344709069193981e-120,1,1
EX_gm2_hs_e,-12.292349503091561,9.134976413736297e-126,1.585248378414162e-125,-1,1
EX_gmp_e,-48.32067891743144,2.0352396094835964e-263,4.2337436543678824e-263,-1,1
EX_gsn_e,414.83040172594974,1.2146029729227987e-62,1.7847546582162436e-62,1,1
EX_gudca3s_e,-65.05820936056209,1.9639935039866535e-132,3.4475639816134945e-132,-1,1
EX_h2o2_e,-720.8279165900809,1.907452160715277e-11,2.181857559274317e-11,-1,1
EX_h2o_e,257.81491577987276,0.0,0.0,1,1
EX_hLkynr_e,-59.9815947966911,2.137617700150948e-300,4.645755801661393e-300,-1,1
EX_h_e,-690.2597230131628,4.8878146754685455e-17,5.809371400739177e-17,-1,1
EX_ha_e,-7.794346113419331,1.5008470151493183e-142,2.679916188240019e-142,-1,1
EX_hca24g_e,11.216990654564972,8.609790616330956e-50,1.2075932505511518e-49,1,1
EX_hca6g_e,7.210725486125241,1.1412985810949231e-07,1.2600113023989428e-07,1,1
EX_hco3_e,-420.7273697517546,5.34562e-318,1.1820456e-317,-1,1
EX_hcys__L_e,1.0,0.0,0.0,1,1
EX_hdca24g_e,15.60838308523173,2.5116988010361783e-63,3.7050398603520097e-63,1,1
EX_hdca6g_e,7.145086400979498,0.06917625399020766,0.07126871855785728,0,0
EX_hdcecrn_e,78.29754327244623,8.104471438015003e-129,1.4171956951379491e-128,1,1
EX_hdd2crn_e,32.868386197703934,1.2696120775805016e-24,1.5686273746825689e-24,1,1
EX_hexc_e,12.569430223499937,1.1979681866777803e-20,1.4525841668430897e-20,1,1
EX_his__L_e,-492.10806252836875,0.0,0.0,-1,1
EX_hmcr_e,-54.57363994418963,0.0,0.0,-1,1
EX_hom__L_e,-158.749511039355,0.0,0.0,-1,1
EX_hpdca_e,-18.35359044988063,2.6573756410355674e-90,4.156361352188598e-90,-1,1
EX_hxan_e,1.0,0.0,0.0,1,1
EX_hxcoa_e,-1.0,0.0,0.0,-1,1
EX_hyochol_e,-18.35489787788106,6.716912257354609e-296,1.4542688587555234e-295,-1,1
EX_ile__L_e,1.0,0.0,0.0,1,1
EX_imp_e,22.846447048671468,0.0,0.0,1,1
EX_inost_e,0.47014263514020627,0.07761108123267829,0.0795993201676278,0,0
EX_ins_e,379.9118266607741,0.0,0.0,1,1
EX_ksi_e,-1.5410433100900756,1.837273440992013e-114,2.9798564266835634e-114,-1,1
EX_ksii_core2_e,-2.232364659110214,1.382902816518576e-11,1.582640033748942e-11,-1,1
EX_ksii_core4_e,-1.2672796334033118,4.955881909979731e-13,5.793710306646386e-13,-1,1
EX_lac__L_e,587.890030462521,1.4923000016572628e-152,2.713488927316234e-152,1,1
EX_lanost_e,0.4465046844874542,0.005306868855560685,0.005537391279556234,0,0
EX_lca24g_e,21.650019705625134,1.476364542563226e-97,2.34777971158835e-97,1,1
EX_lca3g_e,5.947191464410796,9.23442040824848e-11,1.0515442800211093e-10,1,1
EX_lca3s_e,-20.175127988312994,1.4811534595157654e-17,1.7696294212643857e-17,-1,1
EX_leu__L_e,-36.04585849184148,0.0,0.0,-1,1
EX_leuktrA4_e,343.26720232934565,0.0,0.0,1,1
EX_leuktrB4woh_e,7.876442287214223,0.0,0.0,1,1
EX_lgnc_e,-36.49630908419784,1.3639763952989482e-80,2.0889893517263087e-80,-1,1
EX_lneldc_e,-1.0,0.0,0.0,-1,1
EX_lneldccrn_e,104.2879408869359,2.9305357835646383e-122,5.066274740980686e-122,1,1
EX_lnlccrn_e,-453.6409434198521,0.0,0.0,-1,1
EX_lnlnca_e,21.711913985055848,0.0,0.0,1,1
EX_lnlncg_e,74.02722088522124,0.0,0.0,1,1
EX_lpchol_hs_e,-667.4606606135078,0.0,0.0,-1,1
EX_lthstrl_e,-23.74199789155133,0.0,0.0,-1,1
EX_mal__L_e,269.1248415266513,0.0,0.0,1,1
EX_malthp_e,571.2556550041267,6.059523534333059e-37,7.951600175588293e-37,1,1
EX_malttr_e,-571.2556550041269,6.059523534333059e-37,7.951600175588293e-37,-1,1
EX_man_e,31.558179109134816,3.1690847643253713e-32,4.0651216594662714e-32,1,1
EX_met__L_e,-370.1286604364497,5.81289377154064e-203,1.1298997944340494e-202,-1,1
EX_mev__R_e,-77.47113973143323,3.289875262334598e-17,3.92036310634337e-17,-1,1
EX_mlthf_e,-313.9891096665742,1.5008470151493183e-142,2.679916188240019e-142,-1,1
EX_mthgxl_e,36.205686467073626,0.0,0.0,1,1
EX_n2m2nmasn_e,-4.867243610852558,6.103857836584651e-115,1.029490286998239e-114,-1,1
EX_n8aspmd_e,-485.3678124687651,1.1405545071561369e-35,1.4915446334271086e-35,-1,1
EX_nh4_e,572.870553534398,7.8580359170637845e-25,9.766905208463811e-25,1,1
EX_nicrnt_e,931.2520431370496,9.185171040635447e-122,1.578355445386302e-121,1,1
EX_nrvnc_e,6.865021953606485,2.8792906275024907e-226,5.708550140713018e-226,1,1
EX_o2_e,-755.47554629302,4.146142039578868e-54,5.880358069806698e-54,-1,1
EX_o2s_e,-714.5807965926298,0.0,0.0,-1,1
EX_oaa_e,-252.94326609989247,0.0,0.0,-1,1
EX_ocdca_e,-5.277237957562069,0.0,0.0,-1,1
EX_ocdcea_e,1.0,0.0,0.0,1,1
EX_octa_e,-9.920352429175939,0.0,0.0,-1,1
EX_odecrn_e,56.64468723973773,8.142137808580575e-289,1.751211920752203e-288,1,1
EX_orot5p_e,-451.4056734793768,0.0,0.0,-1,1
EX_orot_e,451.4056734793771,0.0,0.0,1,1
EX_oxa_e,286.7167763555095,0.0,0.0,1,1
EX_pcrn_e,21.088875046467333,0.0,0.0,1,1
EX_pe_hs_e,0.4121171013463127,0.07761108123267829,0.0795993201676278,0,0
EX_pep_e,-774.4469803550489,4.312386962685144e-45,5.892734759788921e-45,-1,1
EX_pglyc_hs_e,0.4859671225507003,0.07761108123267829,0.0795993201676278,0,0
EX_phe__L_e,1.0,0.0,0.0,1,1
EX_pi_e,323.28686476549825,0.0,0.0,1,1
EX_pmtcrn_e,-434.0383888200132,0.0,0.0,-1,1
EX_ppbng_e,-37.43713579491276,1.1551579848486526e-246,2.343173796821889e-246,-1,1
EX_prgstrn_e,-336.15064652466555,6.1174531068406495e-257,1.2565281719001227e-256,-1,1
EX_pro__L_e,1.0,0.0,0.0,1,1
EX_prostgh2_e,97.96727776924084,0.0,0.0,1,1
EX_ps_hs_e,-360.35784438318655,5.795101457747716e-58,8.354024969412691e-58,-1,1
EX_pser__L_e,662.3156016790965,0.0,0.0,1,1
EX_ptdca_e,-9.637055529682748,0.0,0.0,-1,1
EX_ptrc_e,-44.95361457233741,0.0,0.0,-1,1
EX_q10_e,-619.4152706699729,2.3238432018190207e-83,3.592825329641602e-83,-1,1
EX_q10h2_e,619.4152706699728,2.3238432018190207e-83,3.592825329641602e-83,1,1
EX_rib__D_e,-8.499339493268023,2.0469594201199992e-24,2.5249521063318044e-24,-1,1
EX_s2l2n2m2m_e,-3.053472026307925,1.1157313408241001e-33,1.4458256216698446e-33,-1,1
EX_sbt__D_e,-107.68318943391202,0.0,0.0,-1,1
EX_ser__L_e,-516.6381226706729,1.9639935039866535e-132,3.4475639816134945e-132,-1,1
EX_so4_e,156.59785465088083,3.0932829988697147e-264,6.446458267964099e-264,1,1
EX_sphgn_e,-19.721862750619252,2.038066062230256e-35,2.6606789210580344e-35,-1,1
EX_sphings_e,21.56622067160407,1.4521567744883152e-39,1.939041403968599e-39,1,1
EX_sphmyln_hs_e,359.9728347122947,5.795101457747716e-58,8.354024969412691e-58,1,1
EX_spmd_e,347.07855573661476,0.0,0.0,1,1
EX_sql_e,0.522817716819546,0.0002883096840614359,0.0003043120717059189,0,0
EX_stcrn_e,-406.9379981592501,0.0,0.0,-1,1
EX_strch1_e,-121.15049474087573,1.3591194647620518e-48,1.8981093137007358e-48,-1,1
EX_strch2_e,121.15049474087573,1.3591194647620518e-48,1.8981093137007358e-48,1,1
EX_strdnc_e,100.82672573345857,0.0,0.0,1,1
EX_tag__D_e,-20.58320149903747,1.6022936229377296e-44,2.1816432264581735e-44,-1,1
EX_tca3s_e,-95.38757115167527,0.0,0.0,-1,1
EX_tcdca3s_e,-343.68988849775417,1.5797675045356538e-267,3.3134461813882007e-267,-1,1
EX_tdca3s_e,-47.73413315758643,4.441088228134397e-06,4.794022391959647e-06,-1,1
EX_tethex3_e,7.208207589758829,1.3787445928064639e-06,1.5003791896921081e-06,1,1
EX_tetpent3_e,-13.724013026570056,7.8580359170637845e-25,9.766905208463811e-25,-1,1
EX_thmtp_e,390.00354122186843,5.997303182676252e-61,8.72821802478776e-61,1,1
EX_thr__L_e,1.0,0.0,0.0,1,1
EX_thymd_e,6.129887758589072,1.2696120775805016e-24,1.5686273746825689e-24,1,1
EX_trp__L_e,1.0,0.0,0.0,1,1
EX_tststerone_e,-24.529790041577545,0.0,0.0,-1,1
EX_ttdca_e,1.0,0.0,0.0,1,1
EX_ttdcea_e,58.09844779876651,0.0,0.0,1,1
EX_ttdcrn_e,-77.19985851493412,0.0,0.0,-1,1
EX_tudca3s_e,-70.54710002578764,5.599003563551554e-19,6.731784052700024e-19,-1,1
EX_tyr__L_e,1.0,0.0,0.0,1,1
EX_udca3s_e,-361.75239230877247,8.66144540069212e-23,1.059807957339379e-22,-1,1
EX_udpglcur_e,639.5510690484683,0.0,0.0,1,1
EX_ump_e,-90.33819885079228,1.083476044558057e-297,2.348045900932086e-297,-1,1
EX_urate_e,737.5855972299187,0.0,0.0,1,1
EX_urcan_e,1.0,0.0,0.0,1,1
EX_uri_e,121.50018977715372,0.0,0.0,1,1
EX_utp_e,-670.0087253065769,0.0,0.0,-1,1
EX_vacc_e,14.144169868516705,4.8878146754685455e-17,5.809371400739177e-17,1,1
EX_val__L_e,1.0,0.0,0.0,1,1
EX_xan_e,-443.38058939119946,0.0,0.0,-1,1
EX_xmp_e,408.07852748491007,0.0,0.0,1,1
EX_xolest182_hs_e,-101.22276552666092,1.5667756082255056e-94,2.470892838956879e-94,-1,1
EX_xolest2_hs_e,8.421655174240547,0.0,0.0,1,1
EX_xolest_hs_e,596.5988955120812,0.0,0.0,1,1
EX_xtsn_e,-315.4314296304017,2.65915180710717e-176,5.027493308880332e-176,-1,1
EX_xyl__D_e,25.69129910293251,1.5075361928992265e-258,3.1076762350461025e-258,1,1
EX_xylu__L_e,-1.0,0.0,0.0,-1,1
F1Ate,-5.822455196413067,0.0,0.0,-1,1
F1PGT,1.5410433100900638,1.837273440992013e-114,2.9798564266835634e-114,1,1
FACOAE181,-95.67338993179347,1.5679195140192733e-26,1.9756997962407409e-26,-1,1
FACOAL150,17.96466616835298,0.0,0.0,1,1
FACOAL160,9.831095733198454,0.0,0.0,1,1
FACOAL170,24.022517054088578,2.7804448531502193e-202,5.395387036470068e-202,1,1
FACOAL180,5.277237957577258,0.0,0.0,1,1
FACOAL181,7.072661763793864,0.0,0.0,1,1
FACOAL204,29.306855545873898,0.0,0.0,1,1
FACOAL245_2,13.724013026564611,7.8580359170637845e-25,9.766905208463811e-25,1,1
FACOAL80,9.920352429173853,0.0,0.0,1,1
FADH2tru,1.2168882598106516,0.0,0.0,1,1
